id,name,artists,release_date,language,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
4DK3JpX2NkEMhCnltUEvUg,Classical Gas,Mason Williams,1968,AR,0.489,0.701,7,-10.53,1,0.0348,0.852,0.78,0.108,0.739,155.269,audio_features,spotify:track:4DK3JpX2NkEMhCnltUEvUg,https://api.spotify.com/v1/tracks/4DK3JpX2NkEMhCnltUEvUg,https://api.spotify.com/v1/audio-analysis/4DK3JpX2NkEMhCnltUEvUg,184800,4
7gl5qUaVpN6xOg4mkzGHSl,classical phonk,0to8,2022-11-11,AR,0.677,0.973,7,-2.568,0,0.0342,0.00142,0.933,0.225,0.536,124.999,audio_features,spotify:track:7gl5qUaVpN6xOg4mkzGHSl,https://api.spotify.com/v1/tracks/7gl5qUaVpN6xOg4mkzGHSl,https://api.spotify.com/v1/audio-analysis/7gl5qUaVpN6xOg4mkzGHSl,86160,3
4b1ZzDtdGeDpXaPw4DViZ8,"Satie: 3 Gymnopédies: No. 3, Lent et grave","Erik Satie, Bertrand Chamayou",2023-09-22,AR,0.408,0.00891,9,-34.072,0,0.06,0.992,0.961,0.0839,0.291,78.59,audio_features,spotify:track:4b1ZzDtdGeDpXaPw4DViZ8,https://api.spotify.com/v1/tracks/4b1ZzDtdGeDpXaPw4DViZ8,https://api.spotify.com/v1/audio-analysis/4b1ZzDtdGeDpXaPw4DViZ8,150493,3
7r0ZIaNewKhlcilBOokH52,Elegy in A Major - Atmosphere,Alstad,2024-03-15,AR,0.335,0.0663,9,-27.93,1,0.0367,0.98,0.958,0.0959,0.12,124.885,audio_features,spotify:track:7r0ZIaNewKhlcilBOokH52,https://api.spotify.com/v1/tracks/7r0ZIaNewKhlcilBOokH52,https://api.spotify.com/v1/audio-analysis/7r0ZIaNewKhlcilBOokH52,159863,4
6UjiABdNRhHLMWFvRDZSVD,Classical,Bad Wolves,2021-10-29,AR,0.488,0.965,1,-5.105,1,0.115,3.71e-05,0.0101,0.393,0.229,130.001,audio_features,spotify:track:6UjiABdNRhHLMWFvRDZSVD,https://api.spotify.com/v1/tracks/6UjiABdNRhHLMWFvRDZSVD,https://api.spotify.com/v1/audio-analysis/6UjiABdNRhHLMWFvRDZSVD,213441,4
1wIzWxUJ8mx8QkfoqhdGWj,"Dolly Suite, Op. 56: I. Berceuse","Gabriel Fauré, Katia Labèque, Marielle Labèque",2024-05-31,AE,0.408,0.00999,4,-31.62,1,0.0412,0.995,0.914,0.0911,0.268,62.464,audio_features,spotify:track:1wIzWxUJ8mx8QkfoqhdGWj,https://api.spotify.com/v1/tracks/1wIzWxUJ8mx8QkfoqhdGWj,https://api.spotify.com/v1/audio-analysis/1wIzWxUJ8mx8QkfoqhdGWj,177307,4
2munHzvVYjZhAa4lj26wcR,Classical,Bad Wolves,2022-10-28,AR,0.488,0.966,1,-5.101,1,0.114,3.69e-05,0.0125,0.434,0.235,130.008,audio_features,spotify:track:2munHzvVYjZhAa4lj26wcR,https://api.spotify.com/v1/tracks/2munHzvVYjZhAa4lj26wcR,https://api.spotify.com/v1/audio-analysis/2munHzvVYjZhAa4lj26wcR,213441,4
0g8zASF1mldclJswQ0IQYJ,Classical Baby,Lullaby Time,2020-06-19,AR,0.702,0.00751,7,-17.674,1,0.0456,0.993,0.911,0.113,0.576,69.958,audio_features,spotify:track:0g8zASF1mldclJswQ0IQYJ,https://api.spotify.com/v1/tracks/0g8zASF1mldclJswQ0IQYJ,https://api.spotify.com/v1/audio-analysis/0g8zASF1mldclJswQ0IQYJ,110734,4
1treoq2Y94f9neI4M86ICo,Gymnopédie No.2,"Erik Satie, Mimosa",2023-06-16,AR,0.368,0.00677,0,-29.818,0,0.0337,0.971,0.944,0.107,0.163,74.771,audio_features,spotify:track:1treoq2Y94f9neI4M86ICo,https://api.spotify.com/v1/tracks/1treoq2Y94f9neI4M86ICo,https://api.spotify.com/v1/audio-analysis/1treoq2Y94f9neI4M86ICo,170895,3
2Gkwgols6E2yZmBMKeiSRI,Classical,Rukkus,2012-09-08,AR,0.505,0.898,1,-4.978,0,0.274,0.00291,0.73,0.0874,0.215,140.014,audio_features,spotify:track:2Gkwgols6E2yZmBMKeiSRI,https://api.spotify.com/v1/tracks/2Gkwgols6E2yZmBMKeiSRI,https://api.spotify.com/v1/audio-analysis/2Gkwgols6E2yZmBMKeiSRI,209162,4
2JxS3A9SqhMz1N48u08mEu,Classical Piano Music for Baby Sleep,Baby Lullaby Academy,2015-11-24,AR,0.477,0.00753,6,-42.23,1,0.0291,0.94,1.33e-06,0.0979,0.19,74.991,audio_features,spotify:track:2JxS3A9SqhMz1N48u08mEu,https://api.spotify.com/v1/tracks/2JxS3A9SqhMz1N48u08mEu,https://api.spotify.com/v1/audio-analysis/2JxS3A9SqhMz1N48u08mEu,84062,3
3yqrsX1aDD5ZS0t4f5msxA,"Suite bergamasque, L. 75: III. Clair de lune","Claude Debussy, Finghin Collins",2009-11-23,AR,0.388,0.0292,1,-24.904,1,0.0459,0.994,0.912,0.104,0.04,68.797,audio_features,spotify:track:3yqrsX1aDD5ZS0t4f5msxA,https://api.spotify.com/v1/tracks/3yqrsX1aDD5ZS0t4f5msxA,https://api.spotify.com/v1/audio-analysis/3yqrsX1aDD5ZS0t4f5msxA,313907,5
4SPJDte2kZKgY1Dw2yzmkK,Classical,Funddss,2024-04-12,AR,0.714,0.353,8,-8.889,1,0.475,0.0446,1.6e-06,0.115,0.134,139.741,audio_features,spotify:track:4SPJDte2kZKgY1Dw2yzmkK,https://api.spotify.com/v1/tracks/4SPJDte2kZKgY1Dw2yzmkK,https://api.spotify.com/v1/audio-analysis/4SPJDte2kZKgY1Dw2yzmkK,123089,4
3DNRdudZ2SstnDCVKFdXxG,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Ludwig van Beethoven, Paul Lewis",2007-09-25,AR,0.184,0.00527,1,-37.264,0,0.0432,0.995,0.887,0.173,0.151,170.612,audio_features,spotify:track:3DNRdudZ2SstnDCVKFdXxG,https://api.spotify.com/v1/tracks/3DNRdudZ2SstnDCVKFdXxG,https://api.spotify.com/v1/audio-analysis/3DNRdudZ2SstnDCVKFdXxG,315427,3
4RmlzRWT9Y51xilAeWZLbV,Lullaby,HAUSER,2024-04-19,AR,0.217,0.285,3,-13.884,1,0.037,0.924,0.928,0.108,0.35,76.788,audio_features,spotify:track:4RmlzRWT9Y51xilAeWZLbV,https://api.spotify.com/v1/tracks/4RmlzRWT9Y51xilAeWZLbV,https://api.spotify.com/v1/audio-analysis/4RmlzRWT9Y51xilAeWZLbV,116773,4
37ruL0882SPad6hYhZg6CO,Classical,Fartsdump,2024-03-01,AR,0.645,0.22,3,-16.24,1,0.0421,0.864,0.915,0.0943,0.405,127.735,audio_features,spotify:track:37ruL0882SPad6hYhZg6CO,https://api.spotify.com/v1/tracks/37ruL0882SPad6hYhZg6CO,https://api.spotify.com/v1/audio-analysis/37ruL0882SPad6hYhZg6CO,136939,4
0G7sG61Xp7vTTQHr7sBqOj,Classical Piano for Sleeping Music,Baby Lullaby Academy,2015-11-24,AR,0.573,0.00385,5,-38.313,1,0.0398,0.95,0.759,0.0629,0.0629,130.111,audio_features,spotify:track:0G7sG61Xp7vTTQHr7sBqOj,https://api.spotify.com/v1/tracks/0G7sG61Xp7vTTQHr7sBqOj,https://api.spotify.com/v1/audio-analysis/0G7sG61Xp7vTTQHr7sBqOj,96052,4
6FuxuVjErnSyeOVDbUzcPj,Classical Touch,"xander., pines & pines",2024-01-22,AR,0.319,0.234,2,-17.911,1,0.0354,0.445,0.858,0.122,0.171,142.074,audio_features,spotify:track:6FuxuVjErnSyeOVDbUzcPj,https://api.spotify.com/v1/tracks/6FuxuVjErnSyeOVDbUzcPj,https://api.spotify.com/v1/audio-analysis/6FuxuVjErnSyeOVDbUzcPj,209630,4
6dNKx9NU6ad6y9qlRqBbTy,Classical,X Prod,2023-05-25,AR,0.765,0.988,2,-7.082,1,0.059,9.02e-05,0.605,0.0142,0.632,130.006,audio_features,spotify:track:6dNKx9NU6ad6y9qlRqBbTy,https://api.spotify.com/v1/tracks/6dNKx9NU6ad6y9qlRqBbTy,https://api.spotify.com/v1/audio-analysis/6dNKx9NU6ad6y9qlRqBbTy,415389,4
73QRUJwvitJp80FajryNkK,Classical Violin,"Rafael Krux, David Krulic",2021-01-24,AR,0.852,0.488,0,-13.578,0,0.0849,0.962,0.898,0.0977,0.964,112.496,audio_features,spotify:track:73QRUJwvitJp80FajryNkK,https://api.spotify.com/v1/tracks/73QRUJwvitJp80FajryNkK,https://api.spotify.com/v1/audio-analysis/73QRUJwvitJp80FajryNkK,76333,4
3T5WIakCtaCdLvZfhX2H3m,"Suite bergamasque, L. 75: III. Clair de lune","Claude Debussy, Lily Anne",2022-10-28,AR,0.376,0.0236,1,-27.334,1,0.0552,0.994,0.932,0.103,0.0391,72.005,audio_features,spotify:track:3T5WIakCtaCdLvZfhX2H3m,https://api.spotify.com/v1/tracks/3T5WIakCtaCdLvZfhX2H3m,https://api.spotify.com/v1/audio-analysis/3T5WIakCtaCdLvZfhX2H3m,310962,5
1GTz04r5rQUn7QPrej1VpH,Classical,Moods,2011-04-01,AR,0.227,0.232,2,-10.957,1,0.0343,0.646,0.888,0.11,0.0925,67.937,audio_features,spotify:track:1GTz04r5rQUn7QPrej1VpH,https://api.spotify.com/v1/tracks/1GTz04r5rQUn7QPrej1VpH,https://api.spotify.com/v1/audio-analysis/1GTz04r5rQUn7QPrej1VpH,138659,3
4QIPqAiBW54o4nJ7WpaGlG,"classical phonk, Pt. 2",0to8,2022-11-28,AR,0.786,0.943,6,-4.792,0,0.0384,0.00209,0.915,0.0767,0.245,120.045,audio_features,spotify:track:4QIPqAiBW54o4nJ7WpaGlG,https://api.spotify.com/v1/tracks/4QIPqAiBW54o4nJ7WpaGlG,https://api.spotify.com/v1/audio-analysis/4QIPqAiBW54o4nJ7WpaGlG,89583,4
7G5FwFK1SpjBEAaByXNhbf,Elegy in A Major - Piano & Cello,"Alstad, Lydia Munchinsky",2024-03-15,AR,0.219,0.0965,9,-21.794,1,0.0372,0.969,0.888,0.0949,0.138,123.686,audio_features,spotify:track:7G5FwFK1SpjBEAaByXNhbf,https://api.spotify.com/v1/tracks/7G5FwFK1SpjBEAaByXNhbf,https://api.spotify.com/v1/audio-analysis/7G5FwFK1SpjBEAaByXNhbf,160220,4
2OSaSXvEqOutRxk29upAiP,Classical,Klaus Veen,2021-11-11,AR,0.963,0.754,8,-7.688,1,0.467,0.0256,0.924,0.0665,0.796,129.878,audio_features,spotify:track:2OSaSXvEqOutRxk29upAiP,https://api.spotify.com/v1/tracks/2OSaSXvEqOutRxk29upAiP,https://api.spotify.com/v1/audio-analysis/2OSaSXvEqOutRxk29upAiP,214302,4
5ZsnPZX0aPg5xIxhlkkoOt,Classical Music,"Timmy Trumpet, Bassjackers",2024-03-22,AR,0.567,0.944,4,-4.675,1,0.331,0.00389,0.0159,0.283,0.189,160.077,audio_features,spotify:track:5ZsnPZX0aPg5xIxhlkkoOt,https://api.spotify.com/v1/tracks/5ZsnPZX0aPg5xIxhlkkoOt,https://api.spotify.com/v1/audio-analysis/5ZsnPZX0aPg5xIxhlkkoOt,157875,4
5udjrF9hYfxle7lnSiOgTC,Hafursey (Yfir),Ólafur Arnalds,2023-07-06,AR,0.193,0.243,4,-17.3,1,0.0444,0.935,0.819,0.0686,0.0363,140.134,audio_features,spotify:track:5udjrF9hYfxle7lnSiOgTC,https://api.spotify.com/v1/tracks/5udjrF9hYfxle7lnSiOgTC,https://api.spotify.com/v1/audio-analysis/5udjrF9hYfxle7lnSiOgTC,299441,4
6UnJwKRTqO1OGCnp2PTRWo,classical,piranyadi,2022-10-07,AR,0.284,0.144,6,-26.405,0,0.0379,0.986,0.753,0.0872,0.0487,138.925,audio_features,spotify:track:6UnJwKRTqO1OGCnp2PTRWo,https://api.spotify.com/v1/tracks/6UnJwKRTqO1OGCnp2PTRWo,https://api.spotify.com/v1/audio-analysis/6UnJwKRTqO1OGCnp2PTRWo,76000,4
6XzyCjS2Z2zgGIAk1p5nKB,Classical - Intro,Gucci Mane,2009-12-04,CA,0.724,0.637,8,-6.32,1,0.0408,0.55,0.0,0.523,0.143,128.059,audio_features,spotify:track:6XzyCjS2Z2zgGIAk1p5nKB,https://api.spotify.com/v1/tracks/6XzyCjS2Z2zgGIAk1p5nKB,https://api.spotify.com/v1/audio-analysis/6XzyCjS2Z2zgGIAk1p5nKB,213960,4
7bufzor9UzMAiwcCVS8gnA,Cage: Our Spring Will Come,"John Cage, Bertrand Chamayou",2024-05-31,AR,0.466,0.177,5,-24.417,0,0.0435,0.906,0.788,0.0975,0.337,100.303,audio_features,spotify:track:7bufzor9UzMAiwcCVS8gnA,https://api.spotify.com/v1/tracks/7bufzor9UzMAiwcCVS8gnA,https://api.spotify.com/v1/audio-analysis/7bufzor9UzMAiwcCVS8gnA,249413,4
2bBhQVfUkAG4t3JuFS846F,Classical,Mindstarx,2024-05-10,AR,0.779,0.457,11,-12.804,0,0.0976,0.00429,0.863,0.0724,0.614,140.023,audio_features,spotify:track:2bBhQVfUkAG4t3JuFS846F,https://api.spotify.com/v1/tracks/2bBhQVfUkAG4t3JuFS846F,https://api.spotify.com/v1/audio-analysis/2bBhQVfUkAG4t3JuFS846F,239960,4
6VikkvVbmoCkufv4bLrdkZ,Classical Soul - Edit,Oscar Lopez,2002-01-01,AR,0.43,0.373,0,-12.862,0,0.0634,0.918,0.902,0.112,0.666,90.367,audio_features,spotify:track:6VikkvVbmoCkufv4bLrdkZ,https://api.spotify.com/v1/tracks/6VikkvVbmoCkufv4bLrdkZ,https://api.spotify.com/v1/audio-analysis/6VikkvVbmoCkufv4bLrdkZ,175600,4
4QqKC9zv1GX3AEgJH1wOTK,Cello Suite No.1 - lofi Bach,Classical Music But,2024-02-28,AR,0.681,0.33,2,-14.914,1,0.122,0.823,0.929,0.111,0.298,170.065,audio_features,spotify:track:4QqKC9zv1GX3AEgJH1wOTK,https://api.spotify.com/v1/tracks/4QqKC9zv1GX3AEgJH1wOTK,https://api.spotify.com/v1/audio-analysis/4QqKC9zv1GX3AEgJH1wOTK,90950,4
3f6uipxNhAsRyUiw2g96FR,Classical,Carrie Bavaro,2023-09-05,AR,0.895,0.472,11,-8.914,0,0.121,0.0623,0.00046,0.0856,0.904,112.014,audio_features,spotify:track:3f6uipxNhAsRyUiw2g96FR,https://api.spotify.com/v1/tracks/3f6uipxNhAsRyUiw2g96FR,https://api.spotify.com/v1/audio-analysis/3f6uipxNhAsRyUiw2g96FR,130179,4
7tiZ2UCMpKhedz6rZBQNgk,Classical Lullaby Jazz (With Rain),Piano Peace,2018-11-06,AR,0.533,0.303,0,-19.218,1,0.0966,0.986,0.893,0.344,0.49,104.853,audio_features,spotify:track:7tiZ2UCMpKhedz6rZBQNgk,https://api.spotify.com/v1/tracks/7tiZ2UCMpKhedz6rZBQNgk,https://api.spotify.com/v1/audio-analysis/7tiZ2UCMpKhedz6rZBQNgk,156000,4
50OlRt6VdLYBjJl9Fpdut4,Unwind Sundown,BACH,2024-03-04,AR,0.392,0.0117,7,-33.203,0,0.0691,0.993,0.901,0.0916,0.101,66.506,audio_features,spotify:track:50OlRt6VdLYBjJl9Fpdut4,https://api.spotify.com/v1/tracks/50OlRt6VdLYBjJl9Fpdut4,https://api.spotify.com/v1/audio-analysis/50OlRt6VdLYBjJl9Fpdut4,141240,4
2IvsZjhX1JA3DXJDGBGv1p,Classical,"Soulja Boy, Lil B",2010-07-05,AR,0.63,0.284,10,-12.712,1,0.0429,0.534,4.4e-05,0.105,0.427,129.98,audio_features,spotify:track:2IvsZjhX1JA3DXJDGBGv1p,https://api.spotify.com/v1/tracks/2IvsZjhX1JA3DXJDGBGv1p,https://api.spotify.com/v1/audio-analysis/2IvsZjhX1JA3DXJDGBGv1p,227733,4
2QcqhrFLl0bE42hPikLkWU,Classical Puppet Men,Young Mozart,2009-04-13,AR,0.938,0.776,4,-4.973,0,0.037,0.299,0.95,0.0679,0.728,99.99,audio_features,spotify:track:2QcqhrFLl0bE42hPikLkWU,https://api.spotify.com/v1/tracks/2QcqhrFLl0bE42hPikLkWU,https://api.spotify.com/v1/audio-analysis/2QcqhrFLl0bE42hPikLkWU,100400,4
0oBysMnizGV4jATvbjh8BR,"Suite Bergamasque, L. 75: III. Clair de Lune","Claude Debussy, Peter Schmalfuss",2009-01-01,AR,0.431,0.00573,1,-30.098,1,0.0553,0.995,0.907,0.0831,0.05,130.612,audio_features,spotify:track:0oBysMnizGV4jATvbjh8BR,https://api.spotify.com/v1/tracks/0oBysMnizGV4jATvbjh8BR,https://api.spotify.com/v1/audio-analysis/0oBysMnizGV4jATvbjh8BR,312333,3
33ms3xD1g3jcB9CV3iQfH0,Classical,Franc Blanco,2019-12-22,AR,0.833,0.392,3,-14.369,1,0.213,0.538,1.98e-05,0.0805,0.63,106.03,audio_features,spotify:track:33ms3xD1g3jcB9CV3iQfH0,https://api.spotify.com/v1/tracks/33ms3xD1g3jcB9CV3iQfH0,https://api.spotify.com/v1/audio-analysis/33ms3xD1g3jcB9CV3iQfH0,105718,4
0dN8P5k2OymyDJ6GPhIT0n,Classical VIP,Rukkus,2012-09-08,AR,0.411,0.981,4,-2.773,0,0.0396,0.00101,0.909,0.0582,0.261,174.008,audio_features,spotify:track:0dN8P5k2OymyDJ6GPhIT0n,https://api.spotify.com/v1/tracks/0dN8P5k2OymyDJ6GPhIT0n,https://api.spotify.com/v1/audio-analysis/0dN8P5k2OymyDJ6GPhIT0n,194926,4
3PyZRkNZFENqqXT31U4DoX,"Debussy: Suite bergamasque, CD 82, L. 75: III. Clair de lune","Claude Debussy, Alexandre Tharaud",2019-07-05,AR,0.387,0.0503,1,-21.725,1,0.0456,0.994,0.903,0.0915,0.061,69.149,audio_features,spotify:track:3PyZRkNZFENqqXT31U4DoX,https://api.spotify.com/v1/tracks/3PyZRkNZFENqqXT31U4DoX,https://api.spotify.com/v1/audio-analysis/3PyZRkNZFENqqXT31U4DoX,258475,5
12zZ1O1iH4nOe4LGUeGTux,Classical,"Specialteamz, Edo. G, Jaysaun, Slaine",2007,AR,0.361,0.851,1,-7.854,0,0.402,0.0906,0.0,0.0517,0.754,177.797,audio_features,spotify:track:12zZ1O1iH4nOe4LGUeGTux,https://api.spotify.com/v1/tracks/12zZ1O1iH4nOe4LGUeGTux,https://api.spotify.com/v1/audio-analysis/12zZ1O1iH4nOe4LGUeGTux,162120,4
2Oms6hT9faCf2CTwwUZffg,Classical Music For Dogs,"Music For Dogs, Music For Dogs Peace, Relaxing Puppy Music, Calm Pets Music Academy",2024-06-06,AR,0.645,0.131,9,-17.988,0,0.0805,0.994,0.963,0.101,0.587,76.295,audio_features,spotify:track:2Oms6hT9faCf2CTwwUZffg,https://api.spotify.com/v1/tracks/2Oms6hT9faCf2CTwwUZffg,https://api.spotify.com/v1/audio-analysis/2Oms6hT9faCf2CTwwUZffg,120000,3
2I9cJQdqlIR4JhOdryzsZW,Suite Bergamasque (L.75: III. Clair de Lune),"Claude Debussy, Xiaoxi Levistre",2023-09-08,AR,0.416,0.00619,1,-28.325,1,0.0527,0.993,0.917,0.0706,0.0431,133.709,audio_features,spotify:track:2I9cJQdqlIR4JhOdryzsZW,https://api.spotify.com/v1/tracks/2I9cJQdqlIR4JhOdryzsZW,https://api.spotify.com/v1/audio-analysis/2I9cJQdqlIR4JhOdryzsZW,350433,3
0exZjK3dnMBitmxFbwv5do,Classical,Mona Iglesias,2016-02-24,AR,0.778,0.281,5,-16.831,0,0.0608,0.974,0.914,0.11,0.916,61.111,audio_features,spotify:track:0exZjK3dnMBitmxFbwv5do,https://api.spotify.com/v1/tracks/0exZjK3dnMBitmxFbwv5do,https://api.spotify.com/v1/audio-analysis/0exZjK3dnMBitmxFbwv5do,66885,5
0nLiMeWmJuhMRLfB0x2AjD,Classical for Dogs,"Music For Dogs, Music For Dogs Peace, Relaxing Puppy Music, Calm Pets Music Academy",2024-06-06,AR,0.67,0.112,0,-21.461,1,0.0798,0.995,0.957,0.123,0.917,138.835,audio_features,spotify:track:0nLiMeWmJuhMRLfB0x2AjD,https://api.spotify.com/v1/tracks/0nLiMeWmJuhMRLfB0x2AjD,https://api.spotify.com/v1/audio-analysis/0nLiMeWmJuhMRLfB0x2AjD,120000,4
1xuYajTJZh8zZrPRmUaagf,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)","Calle 13, Totó La Momposina, Susana Baca, Maria Rita",2010-11-22,AR,0.691,0.805,2,-6.81,0,0.0947,0.59,0.0,0.0975,0.866,142.503,audio_features,spotify:track:1xuYajTJZh8zZrPRmUaagf,https://api.spotify.com/v1/tracks/1xuYajTJZh8zZrPRmUaagf,https://api.spotify.com/v1/audio-analysis/1xuYajTJZh8zZrPRmUaagf,301427,3
4WefXOf8I4gMjdj2kBJgkl,Patadas de Ahogado,"LATIN MAFIA, Humbe",2023-11-02,AR,0.437,0.381,1,-10.254,1,0.245,0.73,0.000284,0.135,0.435,182.568,audio_features,spotify:track:4WefXOf8I4gMjdj2kBJgkl,https://api.spotify.com/v1/tracks/4WefXOf8I4gMjdj2kBJgkl,https://api.spotify.com/v1/audio-analysis/4WefXOf8I4gMjdj2kBJgkl,224835,4
24lqVtYdnA1NhYd37XFOPb,No digas nada,LATIN MAFIA,2023-04-14,AR,0.858,0.448,7,-6.681,0,0.0422,0.0543,7.62e-05,0.0994,0.0962,110.014,audio_features,spotify:track:24lqVtYdnA1NhYd37XFOPb,https://api.spotify.com/v1/tracks/24lqVtYdnA1NhYd37XFOPb,https://api.spotify.com/v1/audio-analysis/24lqVtYdnA1NhYd37XFOPb,222545,4
5RZHbp2dycis4BGqiBujwz,"Latintrap, Vol. 2",Ernesto Bianchi,2017-05-13,AR,0.798,0.592,1,-7.423,1,0.174,0.26,0.0,0.116,0.421,130.057,audio_features,spotify:track:5RZHbp2dycis4BGqiBujwz,https://api.spotify.com/v1/tracks/5RZHbp2dycis4BGqiBujwz,https://api.spotify.com/v1/audio-analysis/5RZHbp2dycis4BGqiBujwz,1336085,4
5miJeYpwbtZLo9ryB4hpFM,Latin Active,Lighter Shade Of Brown,1990-01-01,CA,0.938,0.628,4,-7.587,0,0.158,0.0364,0.0,0.33,0.758,119.996,audio_features,spotify:track:5miJeYpwbtZLo9ryB4hpFM,https://api.spotify.com/v1/tracks/5miJeYpwbtZLo9ryB4hpFM,https://api.spotify.com/v1/audio-analysis/5miJeYpwbtZLo9ryB4hpFM,211733,4
6QrgxKiGjdJ5wOmZvGzWPu,Latin Grammys,Action Bronson,2020-09-25,AR,0.543,0.803,7,-4.013,1,0.348,0.184,0.0,0.696,0.738,170.069,audio_features,spotify:track:6QrgxKiGjdJ5wOmZvGzWPu,https://api.spotify.com/v1/tracks/6QrgxKiGjdJ5wOmZvGzWPu,https://api.spotify.com/v1/audio-analysis/6QrgxKiGjdJ5wOmZvGzWPu,169813,4
0H7alExTxV28uzsMchLzvK,Latinas Heroes,Conner Angel,2023-09-17,AR,0.702,0.591,11,-15.838,1,0.0705,0.157,0.769,0.103,0.18,122.002,audio_features,spotify:track:0H7alExTxV28uzsMchLzvK,https://api.spotify.com/v1/tracks/0H7alExTxV28uzsMchLzvK,https://api.spotify.com/v1/audio-analysis/0H7alExTxV28uzsMchLzvK,126448,4
1tEsmmnnJEjkRYWgUq8lAe,Latinos a Bailar,DJ Freshly,2020-01-08,AR,0.808,0.974,9,-3.887,1,0.12,0.139,0.9,0.86,0.476,130.008,audio_features,spotify:track:1tEsmmnnJEjkRYWgUq8lAe,https://api.spotify.com/v1/tracks/1tEsmmnnJEjkRYWgUq8lAe,https://api.spotify.com/v1/audio-analysis/1tEsmmnnJEjkRYWgUq8lAe,189480,4
7Au2gtgpcNabavGERVOvWE,Latin,ANGEL BIONICO,2024-05-20,AR,0.777,0.954,5,-7.876,1,0.0619,0.00822,0.837,0.082,0.462,102.023,audio_features,spotify:track:7Au2gtgpcNabavGERVOvWE,https://api.spotify.com/v1/tracks/7Au2gtgpcNabavGERVOvWE,https://api.spotify.com/v1/audio-analysis/7Au2gtgpcNabavGERVOvWE,160006,4
1QgY3dbddC41h8cBm9lxKd,Julieta,LATIN MAFIA,2021-12-24,AR,0.672,0.273,5,-10.496,0,0.317,0.435,0.000426,0.113,0.373,89.415,audio_features,spotify:track:1QgY3dbddC41h8cBm9lxKd,https://api.spotify.com/v1/tracks/1QgY3dbddC41h8cBm9lxKd,https://api.spotify.com/v1/audio-analysis/1QgY3dbddC41h8cBm9lxKd,210414,4
6ZaQlkrjqaCuxM87kwLcA3,Latin,Oleg Kirilkov,2020-10-01,AR,0.814,0.659,7,-9.417,1,0.0433,0.208,0.622,0.31,0.924,99.912,audio_features,spotify:track:6ZaQlkrjqaCuxM87kwLcA3,https://api.spotify.com/v1/tracks/6ZaQlkrjqaCuxM87kwLcA3,https://api.spotify.com/v1/audio-analysis/6ZaQlkrjqaCuxM87kwLcA3,70243,4
4iXOdnIBM90SxELqJry6AX,Latin Simone (Que Pasa Contigo),Gorillaz,2001,CA,0.51,0.763,6,-4.506,1,0.0706,0.0516,0.0151,0.101,0.344,173.052,audio_features,spotify:track:4iXOdnIBM90SxELqJry6AX,https://api.spotify.com/v1/tracks/4iXOdnIBM90SxELqJry6AX,https://api.spotify.com/v1/audio-analysis/4iXOdnIBM90SxELqJry6AX,218867,4
6JHgkfhDIQu1Ez2f8wgGDh,Latin,Mastiksoul,2019-04-08,AR,0.842,0.686,9,-8.116,1,0.0869,0.0464,0.895,0.141,0.0685,130.012,audio_features,spotify:track:6JHgkfhDIQu1Ez2f8wgGDh,https://api.spotify.com/v1/tracks/6JHgkfhDIQu1Ez2f8wgGDh,https://api.spotify.com/v1/audio-analysis/6JHgkfhDIQu1Ez2f8wgGDh,237692,4
2tIgn3aAArPPi9Qc7k3LWR,Latin,Taymelx,2023-11-09,AR,0.723,0.48,1,-16.572,1,0.0391,0.0398,0.839,0.104,0.292,109.998,audio_features,spotify:track:2tIgn3aAArPPi9Qc7k3LWR,https://api.spotify.com/v1/tracks/2tIgn3aAArPPi9Qc7k3LWR,https://api.spotify.com/v1/audio-analysis/2tIgn3aAArPPi9Qc7k3LWR,140517,4
1AZbs0L3SkXe625DKp37KQ,Julietota,LATIN MAFIA,2023-08-25,AR,0.802,0.526,5,-3.262,0,0.199,0.283,0.000126,0.0972,0.302,82.944,audio_features,spotify:track:1AZbs0L3SkXe625DKp37KQ,https://api.spotify.com/v1/tracks/1AZbs0L3SkXe625DKp37KQ,https://api.spotify.com/v1/audio-analysis/1AZbs0L3SkXe625DKp37KQ,212151,4
4JRPlNsfV9AoMC5q8PbLV9,Latin,Prince Davinci,2023-09-15,AR,0.547,0.6,3,-6.719,0,0.306,0.306,0.0,0.0766,0.614,99.05,audio_features,spotify:track:4JRPlNsfV9AoMC5q8PbLV9,https://api.spotify.com/v1/tracks/4JRPlNsfV9AoMC5q8PbLV9,https://api.spotify.com/v1/audio-analysis/4JRPlNsfV9AoMC5q8PbLV9,96970,4
6Fh0xf6gIgBJ5FyjAZmmI8,LATINA,Al James,2019-07-19,AR,0.841,0.704,4,-5.062,0,0.0393,0.164,1.33e-05,0.184,0.523,128.055,audio_features,spotify:track:6Fh0xf6gIgBJ5FyjAZmmI8,https://api.spotify.com/v1/tracks/6Fh0xf6gIgBJ5FyjAZmmI8,https://api.spotify.com/v1/audio-analysis/6Fh0xf6gIgBJ5FyjAZmmI8,211406,4
