track_id,name,artist,album,release_date,energy,valence,tempo,danceability,language,id,artists,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,type,uri,track_href,analysis_url,duration_ms,time_signature
,Pop Yo Shit,,,2024-05-30,0.611,0.385,164.021,0.659,AR,7zlbWcAnL2pIGsGhRswUgK,Veeze,1.0,-7.616,1.0,0.344,0.015,0.0,0.0915,audio_features,spotify:track:7zlbWcAnL2pIGsGhRswUgK,https://api.spotify.com/v1/tracks/7zlbWcAnL2pIGsGhRswUgK,https://api.spotify.com/v1/audio-analysis/7zlbWcAnL2pIGsGhRswUgK,147805.0,4.0
,Pop The Trunk,,,2010-01-01,0.673,0.123,120.157,0.912,AR,25G8NNFBnjXgWCGtyPa1Ax,Yelawolf,2.0,-8.91,1.0,0.109,0.0995,0.0,0.103,audio_features,spotify:track:25G8NNFBnjXgWCGtyPa1Ax,https://api.spotify.com/v1/tracks/25G8NNFBnjXgWCGtyPa1Ax,https://api.spotify.com/v1/audio-analysis/25G8NNFBnjXgWCGtyPa1Ax,228160.0,4.0
,Pop,,,2001-07-24,0.861,0.923,119.946,0.706,AG,0Jc8qF1mUPo1A96HE9QxZz,*NSYNC,11.0,-6.684,1.0,0.154,0.0341,0.0,0.127,audio_features,spotify:track:0Jc8qF1mUPo1A96HE9QxZz,https://api.spotify.com/v1/tracks/0Jc8qF1mUPo1A96HE9QxZz,https://api.spotify.com/v1/audio-analysis/0Jc8qF1mUPo1A96HE9QxZz,238427.0,4.0
,What You Know Bout Love,,,2020-07-03,0.548,0.543,83.995,0.709,AR,1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,10.0,-8.493,1.0,0.353,0.65,1.59e-06,0.133,audio_features,spotify:track:1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/tracks/1tkg4EHVoqnhR6iFEXb60y,https://api.spotify.com/v1/audio-analysis/1tkg4EHVoqnhR6iFEXb60y,160000.0,4.0
,Poppy Puppy,,,2024-01-05,0.0904,0.655,120.325,0.622,AR,5rpkYHBqreIuzSVrYWcNa1,Kim Akvileja,9.0,-24.54,1.0,0.0583,0.993,0.897,0.0886,audio_features,spotify:track:5rpkYHBqreIuzSVrYWcNa1,https://api.spotify.com/v1/tracks/5rpkYHBqreIuzSVrYWcNa1,https://api.spotify.com/v1/audio-analysis/5rpkYHBqreIuzSVrYWcNa1,89613.0,4.0
,Poplar St,,,2016-08-26,0.446,0.259,68.985,0.575,AR,3ApAsbQP7d5GlFwwdExaTY,Glass Animals,4.0,-7.802,0.0,0.0296,0.247,0.00567,0.137,audio_features,spotify:track:3ApAsbQP7d5GlFwwdExaTY,https://api.spotify.com/v1/tracks/3ApAsbQP7d5GlFwwdExaTY,https://api.spotify.com/v1/audio-analysis/3ApAsbQP7d5GlFwwdExaTY,262540.0,4.0
,POP,,,2020-03-06,0.599,0.276,139.891,0.741,AR,1jDbQz6tr52WgScCTXMnaN,Lil Uzi Vert,1.0,-6.672,0.0,0.419,0.00961,0.0,0.785,audio_features,spotify:track:1jDbQz6tr52WgScCTXMnaN,https://api.spotify.com/v1/tracks/1jDbQz6tr52WgScCTXMnaN,https://api.spotify.com/v1/audio-analysis/1jDbQz6tr52WgScCTXMnaN,227474.0,4.0
,Pop Style,,,2016-05-06,0.462,0.0594,133.053,0.713,AR,5mPSyjLatqB00IkPqRlbTE,Drake,7.0,-10.027,1.0,0.123,0.192,2.16e-06,0.105,audio_features,spotify:track:5mPSyjLatqB00IkPqRlbTE,https://api.spotify.com/v1/tracks/5mPSyjLatqB00IkPqRlbTE,https://api.spotify.com/v1/audio-analysis/5mPSyjLatqB00IkPqRlbTE,212947.0,4.0
,POP,,,2020-03-13,0.599,0.276,139.891,0.741,AR,61N12G2IDag927XDCmMDr8,Lil Uzi Vert,1.0,-6.672,0.0,0.419,0.00961,0.0,0.785,audio_features,spotify:track:61N12G2IDag927XDCmMDr8,https://api.spotify.com/v1/tracks/61N12G2IDag927XDCmMDr8,https://api.spotify.com/v1/audio-analysis/61N12G2IDag927XDCmMDr8,227474.0,4.0
,Pop,,,2023-03-29,0.722,0.906,103.937,0.816,AR,4JYFFgmy2ZZWvhCh8aZbjP,Sophie Hunter,10.0,-4.402,0.0,0.343,0.0746,2.18e-06,0.357,audio_features,spotify:track:4JYFFgmy2ZZWvhCh8aZbjP,https://api.spotify.com/v1/tracks/4JYFFgmy2ZZWvhCh8aZbjP,https://api.spotify.com/v1/audio-analysis/4JYFFgmy2ZZWvhCh8aZbjP,152384.0,4.0
,Pop! Goes the Weasel,,,2024-03-01,0.0187,0.396,146.862,0.526,AR,7amwRp4KIwmjbfGYpRzqjl,Aleeza May,0.0,-24.688,1.0,0.0995,0.994,0.956,0.0893,audio_features,spotify:track:7amwRp4KIwmjbfGYpRzqjl,https://api.spotify.com/v1/tracks/7amwRp4KIwmjbfGYpRzqjl,https://api.spotify.com/v1/audio-analysis/7amwRp4KIwmjbfGYpRzqjl,98000.0,3.0
,Pop,,,2024-02-16,0.484,0.337,161.178,0.588,AR,5KzobobnQb7UZXKOUT249o,OsamaSon,8.0,-7.058,0.0,0.153,0.0219,0.0,0.156,audio_features,spotify:track:5KzobobnQb7UZXKOUT249o,https://api.spotify.com/v1/tracks/5KzobobnQb7UZXKOUT249o,https://api.spotify.com/v1/audio-analysis/5KzobobnQb7UZXKOUT249o,109430.0,4.0
,Poppin' - Main,,,2005,0.419,0.547,122.963,0.767,AR,7vGRXiYWFk6NjUnsNjQJQd,Chris Brown,9.0,-3.011,0.0,0.0369,0.00895,0.0,0.0521,audio_features,spotify:track:7vGRXiYWFk6NjUnsNjQJQd,https://api.spotify.com/v1/tracks/7vGRXiYWFk6NjUnsNjQJQd,https://api.spotify.com/v1/audio-analysis/7vGRXiYWFk6NjUnsNjQJQd,265333.0,4.0
,Pop,,,2024-05-17,0.76,0.534,121.973,0.658,AR,6QJbjDtSrVgDijIQ34l6Dx,New Kids On The Block,7.0,-6.509,1.0,0.0322,0.0388,0.0,0.127,audio_features,spotify:track:6QJbjDtSrVgDijIQ34l6Dx,https://api.spotify.com/v1/tracks/6QJbjDtSrVgDijIQ34l6Dx,https://api.spotify.com/v1/audio-analysis/6QJbjDtSrVgDijIQ34l6Dx,197336.0,4.0
,Poppin,,,2021-04-16,0.737,0.282,125.995,0.872,AR,3OwYYkWrCGzZkQm4kHk1kO,Big Scarr,9.0,-7.235,1.0,0.408,0.0993,0.0,0.221,audio_features,spotify:track:3OwYYkWrCGzZkQm4kHk1kO,https://api.spotify.com/v1/tracks/3OwYYkWrCGzZkQm4kHk1kO,https://api.spotify.com/v1/audio-analysis/3OwYYkWrCGzZkQm4kHk1kO,126968.0,4.0
,Pop,,,2000-09-07,0.788,0.751,133.58,0.719,AR,4FXSEdmbbeGmPIQltH27C8,La Oreja de Van Gogh,9.0,-6.428,1.0,0.0284,0.023,0.0,0.0918,audio_features,spotify:track:4FXSEdmbbeGmPIQltH27C8,https://api.spotify.com/v1/tracks/4FXSEdmbbeGmPIQltH27C8,https://api.spotify.com/v1/audio-analysis/4FXSEdmbbeGmPIQltH27C8,151867.0,4.0
,WHATS POPPIN,,,2020-03-13,0.604,0.826,145.062,0.923,AR,1jaTQ3nqY3oAAYyCTbIvnM,Jack Harlow,11.0,-6.671,0.0,0.245,0.017,0.0,0.272,audio_features,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,https://api.spotify.com/v1/tracks/1jaTQ3nqY3oAAYyCTbIvnM,https://api.spotify.com/v1/audio-analysis/1jaTQ3nqY3oAAYyCTbIvnM,139741.0,4.0
,Pop,,,2019-09-06,0.192,0.168,94.04,0.355,AR,1p5yBB0npy3cdhaML7Crvf,"Michael Janisch, Rez Abbasi",9.0,-13.383,1.0,0.0326,0.827,0.118,0.115,audio_features,spotify:track:1p5yBB0npy3cdhaML7Crvf,https://api.spotify.com/v1/tracks/1p5yBB0npy3cdhaML7Crvf,https://api.spotify.com/v1/audio-analysis/1p5yBB0npy3cdhaML7Crvf,769920.0,3.0
,rock your hips,,,2024-05-03,0.759,0.762,104.997,0.866,AR,7ciVVd4JFgUb5D38mMCkIA,"310babii, OHGEESY, BlueBucksClan",11.0,-6.55,0.0,0.221,0.047,0.0,0.102,audio_features,spotify:track:7ciVVd4JFgUb5D38mMCkIA,https://api.spotify.com/v1/tracks/7ciVVd4JFgUb5D38mMCkIA,https://api.spotify.com/v1/audio-analysis/7ciVVd4JFgUb5D38mMCkIA,178286.0,4.0
,Rock and A Hard Place,,,2023-01-11,0.568,0.394,121.991,0.582,AR,1TE8AAk9koG0UJco6ZAUfx,Bailey Zimmerman,1.0,-7.3,1.0,0.0275,0.577,0.0,0.105,audio_features,spotify:track:1TE8AAk9koG0UJco6ZAUfx,https://api.spotify.com/v1/tracks/1TE8AAk9koG0UJco6ZAUfx,https://api.spotify.com/v1/audio-analysis/1TE8AAk9koG0UJco6ZAUfx,207541.0,3.0
,Rockstar,,,2005-09-26,0.91,0.693,144.072,0.616,US,6n9yCXvLhnYMgJIiIcMu7D,Nickelback,0.0,-3.004,1.0,0.0386,0.0459,0.0,0.343,audio_features,spotify:track:6n9yCXvLhnYMgJIiIcMu7D,https://api.spotify.com/v1/tracks/6n9yCXvLhnYMgJIiIcMu7D,https://api.spotify.com/v1/audio-analysis/6n9yCXvLhnYMgJIiIcMu7D,252040.0,4.0
,"Rocket Man (I Think It's Going To Be A Long, Long Time)",,,1972-05-19,0.532,0.342,136.576,0.601,AR,3gdewACMIVMEWVbyb8O9sY,Elton John,10.0,-9.119,1.0,0.0286,0.433,5.95e-06,0.0925,audio_features,spotify:track:3gdewACMIVMEWVbyb8O9sY,https://api.spotify.com/v1/tracks/3gdewACMIVMEWVbyb8O9sY,https://api.spotify.com/v1/audio-analysis/3gdewACMIVMEWVbyb8O9sY,281613.0,4.0
,rockstar (feat. 21 Savage),,,2018-04-27,0.52,0.129,159.798,0.585,AR,0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",5.0,-6.136,0.0,0.0713,0.124,7.75e-05,0.131,audio_features,spotify:track:0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,218147.0,4.0
,Rock Your Body,,,2002-11-04,0.714,0.817,100.972,0.892,AR,1AWQoqb9bSvzTjaLralEkT,Justin Timberlake,4.0,-6.055,0.0,0.141,0.201,0.000234,0.0521,audio_features,spotify:track:1AWQoqb9bSvzTjaLralEkT,https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT,https://api.spotify.com/v1/audio-analysis/1AWQoqb9bSvzTjaLralEkT,267267.0,4.0
,Rockstar,,,2024-05-24,0.707,0.958,175.294,0.674,AR,50KucaDoVIZ6Uhyt52gNbQ,Los Master Plus,7.0,-5.26,0.0,0.0442,0.534,1.24e-06,0.0752,audio_features,spotify:track:50KucaDoVIZ6Uhyt52gNbQ,https://api.spotify.com/v1/tracks/50KucaDoVIZ6Uhyt52gNbQ,https://api.spotify.com/v1/audio-analysis/50KucaDoVIZ6Uhyt52gNbQ,167131.0,5.0
,ROCKSTAR,,,2023-10-05,0.658,0.895,125.036,0.761,AR,6YOfGIE6iFxC7G8OlGGvzW,Junior H,11.0,-7.188,1.0,0.0429,0.292,1.55e-06,0.137,audio_features,spotify:track:6YOfGIE6iFxC7G8OlGGvzW,https://api.spotify.com/v1/tracks/6YOfGIE6iFxC7G8OlGGvzW,https://api.spotify.com/v1/audio-analysis/6YOfGIE6iFxC7G8OlGGvzW,168677.0,3.0
,Rocky Theme,,,2014-08-30,0.969,0.322,97.417,0.328,AR,1qzY5ylnKRI3RzkMfEfBcb,Gonna Fly Now,5.0,-3.591,1.0,0.121,0.0082,0.926,0.224,audio_features,spotify:track:1qzY5ylnKRI3RzkMfEfBcb,https://api.spotify.com/v1/tracks/1qzY5ylnKRI3RzkMfEfBcb,https://api.spotify.com/v1/audio-analysis/1qzY5ylnKRI3RzkMfEfBcb,164861.0,4.0
,Rock'n Me,,,1976-01-01,0.582,0.892,122.433,0.695,AR,1orVKbp6vqtfAPOmvRofVq,Steve Miller Band,4.0,-11.35,1.0,0.0651,0.297,0.0,0.123,audio_features,spotify:track:1orVKbp6vqtfAPOmvRofVq,https://api.spotify.com/v1/tracks/1orVKbp6vqtfAPOmvRofVq,https://api.spotify.com/v1/audio-analysis/1orVKbp6vqtfAPOmvRofVq,187067.0,4.0
,Rock Lobster,,,1979-07-11,0.882,0.442,92.157,0.592,AR,2Q5wSOwq6BDSu7sSVMNrtT,The B-52's,8.0,-8.315,1.0,0.0468,0.00884,0.0155,0.0506,audio_features,spotify:track:2Q5wSOwq6BDSu7sSVMNrtT,https://api.spotify.com/v1/tracks/2Q5wSOwq6BDSu7sSVMNrtT,https://api.spotify.com/v1/audio-analysis/2Q5wSOwq6BDSu7sSVMNrtT,409400.0,4.0
,Rock with You - Single Version,,,1979-08-10,0.535,0.848,114.031,0.808,AR,7oOOI85fVQvVnK5ynNMdW7,Michael Jackson,1.0,-12.521,1.0,0.0353,0.179,9.91e-05,0.158,audio_features,spotify:track:7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/tracks/7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/audio-analysis/7oOOI85fVQvVnK5ynNMdW7,220627.0,4.0
,Rock Salt and Nails (Live),,,2018-06-29,0.296,0.139,139.828,0.449,AR,20dkebBtPR4AJ8vVos41Gw,Tyler Childers,0.0,-12.608,1.0,0.0361,0.892,0.000755,0.892,audio_features,spotify:track:20dkebBtPR4AJ8vVos41Gw,https://api.spotify.com/v1/tracks/20dkebBtPR4AJ8vVos41Gw,https://api.spotify.com/v1/audio-analysis/20dkebBtPR4AJ8vVos41Gw,194813.0,3.0
,Rocketeer,,,2010-01-01,0.845,0.357,96.005,0.664,CA,45sDIKapDyxPl307QpEAwl,"Far East Movement, Ryan Tedder, Ruff Loaderz",4.0,-6.115,0.0,0.0462,0.181,0.0,0.267,audio_features,spotify:track:45sDIKapDyxPl307QpEAwl,https://api.spotify.com/v1/tracks/45sDIKapDyxPl307QpEAwl,https://api.spotify.com/v1/audio-analysis/45sDIKapDyxPl307QpEAwl,211253.0,4.0
,ROCKSTAR (feat. Roddy Ricch),,,2020-04-17,0.69,0.497,89.977,0.746,AR,7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",11.0,-7.956,1.0,0.164,0.247,0.0,0.101,audio_features,spotify:track:7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,181733.0,4.0
,Rock You Like A Hurricane,,,1984-03-27,0.617,0.718,125.697,0.482,AR,58XWGx7KNNkKneHdprcprX,Scorpions,4.0,-12.931,0.0,0.0458,0.00543,0.000146,0.284,audio_features,spotify:track:58XWGx7KNNkKneHdprcprX,https://api.spotify.com/v1/tracks/58XWGx7KNNkKneHdprcprX,https://api.spotify.com/v1/audio-analysis/58XWGx7KNNkKneHdprcprX,252493.0,4.0
,Rockstar - 2020 Remaster,,,2005,0.913,0.679,144.073,0.621,AR,05tlUh0E6IFks9sCQguQKN,Nickelback,0.0,-3.352,1.0,0.0385,0.0477,0.0,0.314,audio_features,spotify:track:05tlUh0E6IFks9sCQguQKN,https://api.spotify.com/v1/tracks/05tlUh0E6IFks9sCQguQKN,https://api.spotify.com/v1/audio-analysis/05tlUh0E6IFks9sCQguQKN,255493.0,4.0
,Rocky Top,,,2008-05-20,0.673,0.923,156.814,0.549,AR,5QSiHPOYNCmpbwwMQyOGA6,The Osborne Brothers,11.0,-5.373,1.0,0.0296,0.0763,0.000231,0.331,audio_features,spotify:track:5QSiHPOYNCmpbwwMQyOGA6,https://api.spotify.com/v1/tracks/5QSiHPOYNCmpbwwMQyOGA6,https://api.spotify.com/v1/audio-analysis/5QSiHPOYNCmpbwwMQyOGA6,160027.0,4.0
,Rock Wit U (Awww Baby),,,2003-01-01,0.797,0.849,94.998,0.71,AR,6pWzCKTrKrwbUPzY8RLCoP,Ashanti,4.0,-3.006,0.0,0.0583,0.409,0.0,0.16,audio_features,spotify:track:6pWzCKTrKrwbUPzY8RLCoP,https://api.spotify.com/v1/tracks/6pWzCKTrKrwbUPzY8RLCoP,https://api.spotify.com/v1/audio-analysis/6pWzCKTrKrwbUPzY8RLCoP,209120.0,4.0
,Rock N Roll,,,2021-07-23,0.571,0.042,141.957,0.673,AR,7sdHMJvhKib3ReVPsZFbrf,Ken Carson,1.0,-7.631,1.0,0.0488,0.0737,0.0,0.117,audio_features,spotify:track:7sdHMJvhKib3ReVPsZFbrf,https://api.spotify.com/v1/tracks/7sdHMJvhKib3ReVPsZFbrf,https://api.spotify.com/v1/audio-analysis/7sdHMJvhKib3ReVPsZFbrf,148808.0,4.0
,Rock the Casbah - Remastered,,,1982,0.872,0.866,129.885,0.797,AR,56KqaFSGTb7ifpt16t5Y1N,The Clash,9.0,-6.727,0.0,0.0575,0.291,0.0,0.284,audio_features,spotify:track:56KqaFSGTb7ifpt16t5Y1N,https://api.spotify.com/v1/tracks/56KqaFSGTb7ifpt16t5Y1N,https://api.spotify.com/v1/audio-analysis/56KqaFSGTb7ifpt16t5Y1N,222427.0,4.0
,Rock And Roll All Nite,,,1975-03-19,0.929,0.902,144.769,0.654,AR,6KTv0Z8BmVqM7DPxbGzpVC,KISS,1.0,-5.906,1.0,0.0998,0.0474,0.0,0.0538,audio_features,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/tracks/6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/audio-analysis/6KTv0Z8BmVqM7DPxbGzpVC,168840.0,4.0
,ROCKSTAR,,,2024-02-09,0.972,0.655,74.914,0.531,AR,5jhY1n1cTKSxx8lEujMcAS,HARDY,0.0,-2.911,1.0,0.0931,0.00038,0.00407,0.11,audio_features,spotify:track:5jhY1n1cTKSxx8lEujMcAS,https://api.spotify.com/v1/tracks/5jhY1n1cTKSxx8lEujMcAS,https://api.spotify.com/v1/audio-analysis/5jhY1n1cTKSxx8lEujMcAS,194341.0,4.0
,Rocky Mountain High,,,1972-09-15,0.437,0.724,81.396,0.455,AR,1ne9wOtDF2jM6Cm8WBkaER,John Denver,4.0,-11.411,1.0,0.0278,0.314,0.0,0.501,audio_features,spotify:track:1ne9wOtDF2jM6Cm8WBkaER,https://api.spotify.com/v1/tracks/1ne9wOtDF2jM6Cm8WBkaER,https://api.spotify.com/v1/audio-analysis/1ne9wOtDF2jM6Cm8WBkaER,283640.0,4.0
,Rock The Boat,,,2001-07-07,0.725,0.415,92.99,0.637,AR,0qvlhVNm7L5IWabWF5hlEL,Aaliyah,5.0,-5.073,1.0,0.0333,0.0702,0.00438,0.203,audio_features,spotify:track:0qvlhVNm7L5IWabWF5hlEL,https://api.spotify.com/v1/tracks/0qvlhVNm7L5IWabWF5hlEL,https://api.spotify.com/v1/audio-analysis/0qvlhVNm7L5IWabWF5hlEL,274733.0,4.0
,Rock That Body,,,2009-01-01,0.907,0.841,124.991,0.715,AR,7K8XoQXZBffc4xG2xIQHMO,Black Eyed Peas,7.0,-6.025,0.0,0.0993,0.0172,8.39e-05,0.426,audio_features,spotify:track:7K8XoQXZBffc4xG2xIQHMO,https://api.spotify.com/v1/tracks/7K8XoQXZBffc4xG2xIQHMO,https://api.spotify.com/v1/audio-analysis/7K8XoQXZBffc4xG2xIQHMO,268840.0,4.0
,ROCKSTAR,,,2024-06-07,0.957,0.614,150.026,0.539,AR,6qjwvkVjuWuS8OWOVxETSc,HARDY,0.0,-3.093,1.0,0.0893,0.000509,0.000991,0.157,audio_features,spotify:track:6qjwvkVjuWuS8OWOVxETSc,https://api.spotify.com/v1/tracks/6qjwvkVjuWuS8OWOVxETSc,https://api.spotify.com/v1/audio-analysis/6qjwvkVjuWuS8OWOVxETSc,194341.0,4.0
,Rockabye (feat. Sean Paul & Anne-Marie),,,2018-04-27,0.759,0.765,101.946,0.724,AR,3fvY2U1AzW0diYF0hnBbKt,"Clean Bandit, Sean Paul, Anne-Marie",9.0,-3.996,0.0,0.0542,0.412,0.0,0.437,audio_features,spotify:track:3fvY2U1AzW0diYF0hnBbKt,https://api.spotify.com/v1/tracks/3fvY2U1AzW0diYF0hnBbKt,https://api.spotify.com/v1/audio-analysis/3fvY2U1AzW0diYF0hnBbKt,250456.0,4.0
,Rockabye (feat. Sean Paul & Anne-Marie),,,2018-11-30,0.73,0.792,102.002,0.717,AR,2hrUO4drrO63i7FYbCLBl2,"Clean Bandit, Sean Paul, Anne-Marie",9.0,-4.729,0.0,0.0568,0.383,0.0,0.398,audio_features,spotify:track:2hrUO4drrO63i7FYbCLBl2,https://api.spotify.com/v1/tracks/2hrUO4drrO63i7FYbCLBl2,https://api.spotify.com/v1/audio-analysis/2hrUO4drrO63i7FYbCLBl2,251173.0,4.0
,Rock N Roll McDonalds,,,1995,0.556,0.667,170.142,0.701,AR,190l7oYBQe6JBsWPJM2uNN,Wesley Willis,3.0,-11.861,1.0,0.0373,0.07,0.000173,0.104,audio_features,spotify:track:190l7oYBQe6JBsWPJM2uNN,https://api.spotify.com/v1/tracks/190l7oYBQe6JBsWPJM2uNN,https://api.spotify.com/v1/audio-analysis/190l7oYBQe6JBsWPJM2uNN,146760.0,4.0
,Rockstar Made,,,2020-12-25,0.612,0.381,149.999,0.773,AR,3cWmqvMwVQKDigWLSZ3w9h,Playboi Carti,8.0,-5.73,1.0,0.232,0.0398,0.0,0.142,audio_features,spotify:track:3cWmqvMwVQKDigWLSZ3w9h,https://api.spotify.com/v1/tracks/3cWmqvMwVQKDigWLSZ3w9h,https://api.spotify.com/v1/audio-analysis/3cWmqvMwVQKDigWLSZ3w9h,193575.0,4.0
,Rock Steady - Radio Edit,,,1987-04-09,0.711,0.96,116.343,0.888,AO,0Rc05PXAOn01TzKeb3bWtB,The Whispers,5.0,-11.477,0.0,0.0577,0.00808,2.48e-06,0.0432,audio_features,spotify:track:0Rc05PXAOn01TzKeb3bWtB,https://api.spotify.com/v1/tracks/0Rc05PXAOn01TzKeb3bWtB,https://api.spotify.com/v1/audio-analysis/0Rc05PXAOn01TzKeb3bWtB,243707.0,4.0
,Rock and Roll - Remaster,,,1971-11-08,0.887,0.871,169.613,0.317,AR,4PRGxHpCpF2yoOHYKQIEwD,Led Zeppelin,9.0,-7.292,1.0,0.0375,0.000582,0.00258,0.0891,audio_features,spotify:track:4PRGxHpCpF2yoOHYKQIEwD,https://api.spotify.com/v1/tracks/4PRGxHpCpF2yoOHYKQIEwD,https://api.spotify.com/v1/audio-analysis/4PRGxHpCpF2yoOHYKQIEwD,220561.0,4.0
,Rocky Raccoon - Remastered 2009,,,1968-11-22,0.363,0.648,79.456,0.599,AR,1ITQbrueGLl581a25XXm9c,The Beatles,7.0,-11.728,1.0,0.0315,0.333,0.0,0.243,audio_features,spotify:track:1ITQbrueGLl581a25XXm9c,https://api.spotify.com/v1/tracks/1ITQbrueGLl581a25XXm9c,https://api.spotify.com/v1/audio-analysis/1ITQbrueGLl581a25XXm9c,213107.0,4.0
,Rock Of Ages,,,1983-01-20,0.785,0.636,105.893,0.706,AR,2AmEv442DGwSxMGZ9XEvBA,Def Leppard,11.0,-7.666,0.0,0.041,0.00802,0.0319,0.195,audio_features,spotify:track:2AmEv442DGwSxMGZ9XEvBA,https://api.spotify.com/v1/tracks/2AmEv442DGwSxMGZ9XEvBA,https://api.spotify.com/v1/audio-analysis/2AmEv442DGwSxMGZ9XEvBA,247829.0,4.0
,Rock & Roll,,,2023-12-01,0.533,0.432,119.987,0.939,AR,04BYbhNoyjoD9zxsul1fKG,BigXthaPlug,8.0,-9.102,1.0,0.367,0.0326,4.09e-06,0.303,audio_features,spotify:track:04BYbhNoyjoD9zxsul1fKG,https://api.spotify.com/v1/tracks/04BYbhNoyjoD9zxsul1fKG,https://api.spotify.com/v1/audio-analysis/04BYbhNoyjoD9zxsul1fKG,129000.0,4.0
,Rockabye (feat. Sean Paul & Anne-Marie),,,2016-10-21,0.763,0.742,101.965,0.72,AR,5knuzwU65gJK7IF5yJsuaW,"Clean Bandit, Sean Paul, Anne-Marie",9.0,-4.068,0.0,0.0523,0.406,0.0,0.18,audio_features,spotify:track:5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,251088.0,4.0
,Rockin' That Shit,,,2009-01-01,0.62,0.626,77.993,0.672,AR,3RBGG1be9aBaSvjnw6ABkh,The-Dream,8.0,-4.865,1.0,0.0442,0.124,0.0,0.364,audio_features,spotify:track:3RBGG1be9aBaSvjnw6ABkh,https://api.spotify.com/v1/tracks/3RBGG1be9aBaSvjnw6ABkh,https://api.spotify.com/v1/audio-analysis/3RBGG1be9aBaSvjnw6ABkh,221920.0,4.0
,Rockin' Robin,,,1958-01-01,0.608,0.938,171.992,0.541,AR,4FlYcJnfkeBpowEHJ72Bmt,Bobby Day,7.0,-13.083,1.0,0.106,0.298,0.0,0.234,audio_features,spotify:track:4FlYcJnfkeBpowEHJ72Bmt,https://api.spotify.com/v1/tracks/4FlYcJnfkeBpowEHJ72Bmt,https://api.spotify.com/v1/audio-analysis/4FlYcJnfkeBpowEHJ72Bmt,160080.0,4.0
,Rock My Body,,,2023-04-28,0.821,0.47,124.077,0.662,AR,6pb5DtlAeG95dNQLHiArRU,"R3HAB, INNA, Sash!",2.0,-4.103,0.0,0.13,0.202,0.0,0.522,audio_features,spotify:track:6pb5DtlAeG95dNQLHiArRU,https://api.spotify.com/v1/tracks/6pb5DtlAeG95dNQLHiArRU,https://api.spotify.com/v1/audio-analysis/6pb5DtlAeG95dNQLHiArRU,137419.0,4.0
,rockstar,,,2018-04-27,0.507,0.137,159.729,0.595,AR,19bX4zmC2zDben2ldhoRB3,"Post Malone, 21 Savage",5.0,-6.141,0.0,0.0812,0.145,0.000871,0.132,audio_features,spotify:track:19bX4zmC2zDben2ldhoRB3,https://api.spotify.com/v1/tracks/19bX4zmC2zDben2ldhoRB3,https://api.spotify.com/v1/audio-analysis/19bX4zmC2zDben2ldhoRB3,218147.0,4.0
,Rocky Mountain Way,,,1973-06-18,0.376,0.419,86.47,0.493,AR,2XHjFJVXYlEzoDvN82h8s5,Joe Walsh,4.0,-15.045,1.0,0.0435,0.0241,0.792,0.102,audio_features,spotify:track:2XHjFJVXYlEzoDvN82h8s5,https://api.spotify.com/v1/tracks/2XHjFJVXYlEzoDvN82h8s5,https://api.spotify.com/v1/audio-analysis/2XHjFJVXYlEzoDvN82h8s5,315400.0,4.0
,Rockefeller Street (New Nightcore) [#Rockefellerstreet Remix],,,2018-12-14,0.936,0.884,161.983,0.659,AR,37s8uwIjw72XfMseKJXNOO,Getter Jaani,2.0,-3.519,1.0,0.0606,0.283,0.0207,0.192,audio_features,spotify:track:37s8uwIjw72XfMseKJXNOO,https://api.spotify.com/v1/tracks/37s8uwIjw72XfMseKJXNOO,https://api.spotify.com/v1/audio-analysis/37s8uwIjw72XfMseKJXNOO,155009.0,4.0
,Rock-a-bye Baby,,,2022-11-25,0.0827,0.448,64.297,0.592,AR,5lGbPQlAf985dbQwKs3SeU,Adam Hart,5.0,-30.577,1.0,0.0389,0.984,0.879,0.118,audio_features,spotify:track:5lGbPQlAf985dbQwKs3SeU,https://api.spotify.com/v1/tracks/5lGbPQlAf985dbQwKs3SeU,https://api.spotify.com/v1/audio-analysis/5lGbPQlAf985dbQwKs3SeU,110217.0,4.0
